Year	Area	Variable	Generation (TWh)	Share of production (%)	Change on last year (%)	Change on last year (TWh)
2011	Hungary	Gas	11	30	-7	-1
2011	Hungary	Other fossil	0	1	-47	0
2011	Hungary	Nuclear	16	44	0	0
2011	Hungary	Renewables	3	8	-10	0
2011	Hungary	Hydro	0	1	18	0
2011	Hungary	Wind and solar	1	2	17	0
2011	Hungary	Wind	1	2	17	0
2011	Hungary	Solar	0	0	70	0
2011	Hungary	Bioenergy	2	5	-19	0
2011	Hungary	Other renewables	0	0		0
2011	Hungary	Production	36		-4	-1
2011	Hungary	Net imports	7		28	1
2011	Hungary	Demand	43		0	0
2011	Ireland	Fossil	22	80	-11	-3
2011	Ireland	Coal	4	15	11	0
2011	Ireland	Hard Coal	4	15	11	0
2011	Ireland	Lignite	0	0		0
2011	Ireland	Gas	15	57	-15	-3
2011	Ireland	Other fossil	2	9	-15	0
2011	Ireland	Nuclear	0	0		0
2011	Ireland	Renewables	5	20	45	2
2011	Ireland	Hydro	1	3	18	0
2011	Ireland	Wind and solar	4	16	56	2
2011	Ireland	Wind	4	16	56	2
2011	Ireland	Solar	0	0	14	0
2011	Ireland	Bioenergy	0	1	7	0
2011	Ireland	Other renewables	0	0		0
2011	Ireland	Production	27		-4	-1
2011	Ireland	Net imports	0		4	0
2011	Ireland	Demand	28		-3	-1
2011	Italy	Fossil	217	72	-2	-4
2011	Italy	Coal	45	15	13	5
2011	Italy	Hard Coal	45	15	13	5
2011	Italy	Lignite	0	0		0
2011	Italy	Gas	145	48	-5	-8
2011	Italy	Other fossil	27	9	-3	-1
2011	Italy	Nuclear	0	0		0
2011	Italy	Renewables	83	28	8	6
2011	Italy	Hydro	46	15	-10	-5
2011	Italy	Wind and solar	21	7	87	10
2011	Italy	Wind	10	3	8	1
2011	Italy	Solar	11	4	467	9
2011	Italy	Bioenergy	11	4	15	1
2011	Italy	Other renewables	6	2	5	0
2011	Italy	Production	300		1	2
2011	Italy	Net imports	46		4	2
2011	Italy	Demand	345		1	3
2011	Latvia	Fossil	3	50	1	0
2011	Latvia	Coal	0	0	0	0
2011	Latvia	Hard Coal	0	0	0	0
2011	Latvia	Lignite	0	0		0
2011	Latvia	Gas	3	49	1	0
2011	Latvia	Other fossil	0	0	-50	0
2011	Latvia	Nuclear	0	0		0
2011	Latvia	Renewables	3	50	-15	-1
2011	Latvia	Hydro	3	47	-18	-1
2011	Latvia	Wind and solar	0	1	45	0
2011	Latvia	Wind	0	1	45	0
2011	Latvia	Solar	0	0		0
2011	Latvia	Bioenergy	0	2	82	0
2011	Latvia	Other renewables	0	0		0
2011	Latvia	Production	6		-8	-1
2011	Latvia	Net imports	1		43	0
2011	Latvia	Demand	7		-2	0
2011	Lithuania	Fossil	3	72	-25	-1
2011	Lithuania	Coal	0	0		0
2011	Lithuania	Hard Coal	0	0		0
2011	Lithuania	Lignite	0	0		0
2011	Lithuania	Gas	3	67	-16	-1
2011	Lithuania	Other fossil	0	5	-68	0
2011	Lithuania	Nuclear	0	0		0
2011	Lithuania	Renewables	1	28	22	0
2011	Lithuania	Hydro	0	12	-11	0
2011	Lithuania	Wind and solar	0	12	112	0
2011	Lithuania	Wind	0	12	112	0
2011	Lithuania	Solar	0	0		0
2011	Lithuania	Bioenergy	0	4	8	0
2011	Lithuania	Other renewables	0	0		0
2011	Lithuania	Production	4		-16	-1
2011	Lithuania	Net imports	7		13	1
2011	Lithuania	Demand	11		0	0
2011	Luxembourg	Fossil	2	91	-19	-1
2011	Luxembourg	Coal	0	0		0
2011	Luxembourg	Hard Coal	0	0		0
2011	Luxembourg	Lignite	0	0		0
2011	Luxembourg	Gas	2	88	-20	-1
2011	Luxembourg	Other fossil	0	2	33	0
2011	Luxembourg	Nuclear	0	0		0
2011	Luxembourg	Renewables	0	9	-8	0
2011	Luxembourg	Hydro	0	2	-41	0
2011	Luxembourg	Wind and solar	0	3	18	0
2011	Luxembourg	Wind	0	2	16	0
2011	Luxembourg	Solar	0	1	22	0
2011	Luxembourg	Bioenergy	0	4	11	0
2011	Luxembourg	Other renewables	0	0		0
2011	Luxembourg	Production	3		-18	-1
2011	Luxembourg	Net imports	4		10	0
2011	Luxembourg	Demand	7		-2	0
2011	Malta	Fossil	2	100	3	0
2011	Malta	Coal	0	0		0
2011	Malta	Hard Coal	0	0		0
2011	Malta	Lignite	0	0		0
2011	Malta	Gas	0	0		0
2011	Malta	Other fossil	2	100	3	0
2011	Malta	Nuclear	0	0		0
2011	Malta	Renewables	0	0	1356	0
2011	Malta	Hydro	0	0		0
2011	Malta	Wind and solar	0	0	634	0
2011	Malta	Wind	0	0		0
2011	Malta	Solar	0	0	634	0
2011	Malta	Bioenergy	0	0	Inf	0
2011	Malta	Other renewables	0	0		0
2011	Malta	Production	2		3	0
2011	Malta	Net imports	0			0
2011	Malta	Demand	2		3	0
2011	Netherlands	Fossil	97	86	-6	-7
2011	Netherlands	Coal	21	19	-5	-1
2011	Netherlands	Hard Coal	21	19	-5	-1
2011	Netherlands	Lignite	0	0		0
2011	Netherlands	Gas	69	61	-8	-6
2011	Netherlands	Other fossil	6	6	8	0
2011	Netherlands	Nuclear	4	4	4	0
2011	Netherlands	Renewables	12	11	10	1
2011	Netherlands	Hydro	0	0	-46	0
2011	Netherlands	Wind and solar	5	5	29	1
2011	Netherlands	Wind	5	4	28	1
2011	Netherlands	Solar	0	0	87	0
2011	Netherlands	Bioenergy	7	6	0	0
2011	Netherlands	Other renewables	0	0		0
2011	Netherlands	Production	114		-4	-5
2011	Netherlands	Net imports	9		228	6
2011	Netherlands	Demand	123		1	1
2011	Poland	Fossil	150	92	3	4
2011	Poland	Coal	140	86	2	3
2011	Poland	Hard Coal	87	54	-1	-1
2011	Poland	Lignite	53	32	8	4
2011	Poland	Gas	6	4	21	1
2011	Poland	Other fossil	4	3	-11	-1
2011	Poland	Nuclear	0	0		0
2011	Poland	Renewables	13	8	21	2
2011	Poland	Hydro	2	1	-20	-1
2011	Poland	Wind and solar	3	2	93	2
2011	Poland	Wind	3	2	93	2
2011	Poland	Solar	0	0	Inf	0
2011	Poland	Bioenergy	8	5	21	1
2011	Poland	Other renewables	0	0		0
2011	Poland	Production	163		4	6
2011	Poland	Net imports	-5		287	-4
2011	Poland	Demand	158		1	2
2011	Portugal	Fossil	28	54	10	2
2011	Portugal	Coal	10	19	39	3
2011	Portugal	Hard Coal	10	19	39	3
2011	Portugal	Lignite	0	0		0
2011	Portugal	Gas	15	29	0	0
2011	Portugal	Other fossil	3	6	-10	0
2011	Portugal	Nuclear	0	0		0
2011	Portugal	Renewables	24	46	-15	-4
2011	Portugal	Hydro	12	22	-29	-5
2011	Portugal	Wind and solar	9	18	1	0
2011	Portugal	Wind	9	18	0	0
2011	Portugal	Solar	0	1	32	0
2011	Portugal	Bioenergy	3	6	12	0
2011	Portugal	Other renewables	0	0	7	0
2011	Portugal	Production	52		-3	-2
2011	Portugal	Net imports	3		7	0
2011	Portugal	Demand	55		-3	-2
2011	Romania	Fossil	34	55	18	5
2011	Romania	Coal	25	40	20	4
2011	Romania	Hard Coal	1	1	1	0
2011	Romania	Lignite	24	39	21	4
2011	Romania	Gas	8	13	15	1
2011	Romania	Other fossil	1	1	5	0
2011	Romania	Nuclear	12	19	1	0
2011	Romania	Renewables	16	26	-20	-4
2011	Romania	Hydro	15	24	-26	-5
2011	Romania	Wind and solar	1	2	353	1
2011	Romania	Wind	1	2	353	1
2011	Romania	Solar	0	0	3864	0
2011	Romania	Bioenergy	0	0	78	0
2011	Romania	Other renewables	0	0		0
2011	Romania	Production	62		2	1
2011	Romania	Net imports	-2		-16	0
2011	Romania	Demand	60		3	2
2011	Slovakia	Fossil	8	28	13	1
2011	Slovakia	Coal	4	13	0	0
2011	Slovakia	Hard Coal	1	5	-7	0
2011	Slovakia	Lignite	2	8	3	0
2011	Slovakia	Gas	3	11	43	1
2011	Slovakia	Other fossil	1	4	-3	0
2011	Slovakia	Nuclear	15	55	6	1
2011	Slovakia	Renewables	5	18	-16	-1
2011	Slovakia	Hydro	4	13	-28	-1
2011	Slovakia	Wind and solar	0	1	1652	0
2011	Slovakia	Wind	0	0	-17	0
2011	Slovakia	Solar	0	1	2243	0
2011	Slovakia	Bioenergy	1	3	24	0
2011	Slovakia	Other renewables	0	0		0
2011	Slovakia	Production	28		3	1
2011	Slovakia	Net imports	1		-30	0
2011	Slovakia	Demand	29		2	0
2011	Slovenia	Fossil	6	37	0	0
2011	Slovenia	Coal	5	33	0	0
2011	Slovenia	Hard Coal	0	3	-2	0
2011	Slovenia	Lignite	5	31	1	0
2011	Slovenia	Gas	0	3	-11	0
2011	Slovenia	Other fossil	0	0	88	0
2011	Slovenia	Nuclear	6	39	10	1
2011	Slovenia	Renewables	4	24	-18	-1
2011	Slovenia	Hydro	4	22	-21	-1
2011	Slovenia	Wind and solar	0	0	411	0
2011	Slovenia	Wind	0	0		0
2011	Slovenia	Solar	0	0	411	0
2011	Slovenia	Bioenergy	0	2	16	0
2011	Slovenia	Other renewables	0	0		0
2011	Slovenia	Production	16		-2	0
2011	Slovenia	Net imports	-1		-35	1
2011	Slovenia	Demand	15		3	0
2011	Spain	Fossil	146	50	6	8
2011	Spain	Coal	44	15	74	19
2011	Spain	Hard Coal	44	15	74	19
2011	Spain	Lignite	0	0		0
2011	Spain	Gas	86	29	-10	-9
2011	Spain	Other fossil	17	6	-9	-2
2011	Spain	Nuclear	58	20	-7	-4
2011	Spain	Renewables	88	30	-10	-10
2011	Spain	Hydro	31	11	-28	-12
2011	Spain	Wind and solar	52	18	2	1
2011	Spain	Wind	43	15	-3	-1
2011	Spain	Solar	9	3	31	2
2011	Spain	Bioenergy	5	2	15	1
2011	Spain	Other renewables	0	0		0
2011	Spain	Production	291		-2	-7
2011	Spain	Net imports	-6		-27	2
2011	Spain	Demand	285		-2	-5
2011	Sweden	Fossil	6	4	-33	-3
2011	Sweden	Coal	1	0	-36	0
2011	Sweden	Hard Coal	1	0	-36	0
2011	Sweden	Lignite	0	0		0
2011	Sweden	Gas	2	1	-46	-1
2011	Sweden	Other fossil	3	2	-24	-1
2011	Sweden	Nuclear	60	40	5	3
2011	Sweden	Renewables	84	56	2	2
2011	Sweden	Hydro	66	44	0	0
2011	Sweden	Wind and solar	6	4	75	3
2011	Sweden	Wind	6	4	75	3
2011	Sweden	Solar	0	0	28	0
2011	Sweden	Bioenergy	12	8	-5	-1
2011	Sweden	Other renewables	0	0		0
2011	Sweden	Production	150		1	2
2011	Sweden	Net imports	-7		-448	-9
2011	Sweden	Demand	143		-5	-7
2011	United Kingdom	Fossil	261	71	-10	-30
2011	United Kingdom	Coal	108	30	1	1
2011	United Kingdom	Hard Coal	108	30	1	1
2011	United Kingdom	Lignite	0	0		0
2011	United Kingdom	Gas	146	40	-17	-29
2011	United Kingdom	Other fossil	6	2	-19	-1
2011	United Kingdom	Nuclear	69	19	11	7
2011	United Kingdom	Renewables	35	10	34	9
2011	United Kingdom	Hydro	6	2	58	2
2011	United Kingdom	Wind and solar	16	4	57	6
2011	United Kingdom	Wind	16	4	55	6
2011	United Kingdom	Solar	0	0	505	0
2011	United Kingdom	Bioenergy	13	4	9	1
2011	United Kingdom	Other renewables	0	0	-50	0
2011	United Kingdom	Production	365		-4	-14
2011	United Kingdom	Net imports	6		134	4
2011	United Kingdom	Demand	371		-3	-10
2012	Austria	Fossil	17	25	-19	-4
2012	Austria	Coal	4	6	-19	-1
2012	Austria	Hard Coal	4	6	-19	-1
2012	Austria	Lignite	0	0		0
2012	Austria	Gas	10	14	-22	-3
2012	Austria	Other fossil	3	5	-6	0
2012	Austria	Nuclear	0	0		0
2012	Austria	Renewables	51	75	25	10
2012	Austria	Hydro	44	64	28	10
2012	Austria	Wind and solar	3	4	33	1
2012	Austria	Wind	2	4	27	1
2012	Austria	Solar	0	0	94	0
2012	Austria	Bioenergy	5	7	3	0
2012	Austria	Other renewables	0	0	-36	0
2012	Austria	Production	69		10	6
2012	Austria	Net imports	3		-66	-5
2012	Austria	Demand	72		1	1
2012	Belgium	Fossil	31	38	-5	-2
2012	Belgium	Coal	3	4	-3	0
2012	Belgium	Hard Coal	3	4	-3	0
2012	Belgium	Lignite	0	0		0
2012	Belgium	Gas	24	29	-7	-2
2012	Belgium	Other fossil	4	5	10	0
2012	Belgium	Nuclear	40	50	-16	-8
2012	Belgium	Renewables	10	13	25	2
2012	Belgium	Hydro	0	0	82	0
2012	Belgium	Wind and solar	5	6	41	1
2012	Belgium	Wind	3	3	19	0
2012	Belgium	Solar	2	3	84	1
2012	Belgium	Bioenergy	5	6	11	1
2012	Belgium	Other renewables	0	0		0
2012	Belgium	Production	81		-8	-7
2012	Belgium	Net imports	10		292	7
2012	Belgium	Demand	91		0	0
2012	Bulgaria	Fossil	25	55	-14	-4
2012	Bulgaria	Coal	23	49	-17	-5
2012	Bulgaria	Hard Coal	3	6	-37	-2
2012	Bulgaria	Lignite	20	43	-13	-3
2012	Bulgaria	Gas	2	5	13	0
2012	Bulgaria	Other fossil	0	0	61	0
2012	Bulgaria	Nuclear	16	34	-3	-1
2012	Bulgaria	Renewables	5	11	36	1
2012	Bulgaria	Hydro	3	7	11	0
2012	Bulgaria	Wind and solar	2	4	112	1
2012	Bulgaria	Wind	1	3	42	0
2012	Bulgaria	Solar	1	2	707	1
2012	Bulgaria	Bioenergy	0	0	18	0
2012	Bulgaria	Other renewables	0	0		0
2012	Bulgaria	Production	47		-7	-3
2012	Bulgaria	Net imports	-8		-22	2
2012	Bulgaria	Demand	38		-3	-1
2012	Croatia	Fossil	5	50	-10	-1
2012	Croatia	Coal	2	21	-13	0
2012	Croatia	Hard Coal	2	21	-13	0
2012	Croatia	Lignite	0	0	-24	0
2012	Croatia	Gas	3	24	-4	0
2012	Croatia	Other fossil	1	5	-23	0
2012	Croatia	Nuclear	0	0		0
2012	Croatia	Renewables	5	50	0	0
2012	Croatia	Hydro	5	46	-4	0
2012	Croatia	Wind and solar	0	3	65	0
2012	Croatia	Wind	0	3	64	0
2012	Croatia	Solar	0	0	1655	0
2012	Croatia	Bioenergy	0	1	73	0
2012	Croatia	Other renewables	0	0		0
2012	Croatia	Production	11		-6	-1
2012	Croatia	Net imports	7		4	0
2012	Croatia	Demand	18		-2	0
2012	Cyprus	Fossil	4	95	-6	0
2012	Cyprus	Coal	0	0		0
2012	Cyprus	Hard Coal	0	0		0
2012	Cyprus	Lignite	0	0		0
2012	Cyprus	Gas	0	0		0
2012	Cyprus	Other fossil	4	95	-6	0
2012	Cyprus	Nuclear	0	0		0
2012	Cyprus	Renewables	0	5	44	0
2012	Cyprus	Hydro	0	0		0
2012	Cyprus	Wind and solar	0	4	64	0
2012	Cyprus	Wind	0	4	62	0
2012	Cyprus	Solar	0	0	80	0
2012	Cyprus	Bioenergy	0	1	-3	0
2012	Cyprus	Other renewables	0	0		0
2012	Cyprus	Production	5		-4	0
2012	Cyprus	Net imports	0			0
2012	Cyprus	Demand	5		-4	0
2012	Czech Republic	Fossil	48	56	-6	-3
2012	Czech Republic	Coal	44	51	-6	-3
2012	Czech Republic	Hard Coal	5	6	-14	-1
2012	Czech Republic	Lignite	39	45	-5	-2
2012	Czech Republic	Gas	1	2	6	0
2012	Czech Republic	Other fossil	3	3	-10	0
2012	Czech Republic	Nuclear	30	35	7	2
2012	Czech Republic	Renewables	8	9	11	1
2012	Czech Republic	Hydro	2	2	8	0
2012	Czech Republic	Wind and solar	3	3	-1	0
2012	Czech Republic	Wind	0	0	5	0
2012	Czech Republic	Solar	2	2	-2	0
2012	Czech Republic	Bioenergy	3	4	25	1
2012	Czech Republic	Other renewables	0	0		0
2012	Czech Republic	Production	87		0	0
2012	Czech Republic	Net imports	-17		0	0
2012	Czech Republic	Demand	69		0	0
2012	Denmark	Fossil	16	52	-25	-5
2012	Denmark	Coal	11	34	-25	-3
2012	Denmark	Hard Coal	11	34	-25	-3
2012	Denmark	Lignite	0	0		0
2012	Denmark	Gas	4	14	-28	-2
2012	Denmark	Other fossil	1	4	-8	0
2012	Denmark	Nuclear	0	0		0
2012	Denmark	Renewables	15	48	5	1
2012	Denmark	Hydro	0	0	4	0
2012	Denmark	Wind and solar	10	34	6	1
2012	Denmark	Wind	10	33	5	0
2012	Denmark	Solar	0	0	595	0
2012	Denmark	Bioenergy	4	14	2	0
2012	Denmark	Other renewables	0	0		0
2012	Denmark	Production	31		-13	-5
2012	Denmark	Net imports	5		295	4
2012	Denmark	Demand	36		-2	-1
2012	Estonia	Fossil	10	88	-10	-1
2012	Estonia	Coal	0	0		0
2012	Estonia	Hard Coal	0	0		0
2012	Estonia	Lignite	0	0		0
2012	Estonia	Gas	0	1	-50	0
2012	Estonia	Other fossil	10	87	-10	-1
2012	Estonia	Nuclear	0	0		0
2012	Estonia	Renewables	1	12	25	0
2012	Estonia	Hydro	0	0	40	0
2012	Estonia	Wind and solar	0	4	18	0
2012	Estonia	Wind	0	4	18	0
2012	Estonia	Solar	0	0		0
2012	Estonia	Bioenergy	1	8	28	0
2012	Estonia	Other renewables	0	0		0
2012	Estonia	Production	12		-7	-1
2012	Estonia	Net imports	-2		-37	1
2012	Estonia	Demand	10		4	0
2012	EU-27	Fossil	1369	47	-4	-62
2012	EU-27	Coal	744	26	3	18
2012	EU-27	Hard Coal	403	14	3	13
2012	EU-27	Lignite	340	12	1	5
2012	EU-27	Gas	483	17	-13	-74
2012	EU-27	Other fossil	142	5	-4	-6
2012	EU-27	Nuclear	812	28	-3	-26
2012	EU-27	Renewables	728	25	13	83
2012	EU-27	Hydro	332	11	8	24
2012	EU-27	Wind and solar	258	9	21	45
2012	EU-27	Wind	187	6	13	22
2012	EU-27	Solar	70	2	48	23
2012	EU-27	Bioenergy	133	5	12	14
2012	EU-27	Other renewables	6	0	-2	0
2012	EU-27	Production	2909		0	-5
2012	EU-27	Net imports	7		633	6
2012	EU-27	Demand	2916		0	1
2012	EU27+1	Fossil	1618	49	-4	-74
2012	EU27+1	Coal	886	27	6	53
2012	EU27+1	Hard Coal	546	17	10	48
2012	EU27+1	Lignite	340	10	1	5
2012	EU27+1	Gas	583	18	-17	-120
2012	EU27+1	Other fossil	148	5	-4	-6
2012	EU27+1	Nuclear	882	27	-3	-24
2012	EU27+1	Renewables	770	24	13	89
2012	EU27+1	Hydro	337	10	8	24
2012	EU27+1	Wind and solar	279	9	22	50
2012	EU27+1	Wind	207	6	14	26
2012	EU27+1	Solar	72	2	51	24
2012	EU27+1	Bioenergy	148	5	12	15
2012	EU27+1	Other renewables	6	0	-2	0
2012	EU27+1	Production	3270		0	-9
2012	EU27+1	Net imports	19		161	12
2012	EU27+1	Demand	3289		0	2
2012	Finland	Fossil	19	26	-28	-7
2012	Finland	Coal	7	10	-27	-3
2012	Finland	Hard Coal	7	10	-27	-3
2012	Finland	Lignite	0	0		0
2012	Finland	Gas	7	10	-29	-3
2012	Finland	Other fossil	5	7	-29	-2
2012	Finland	Nuclear	23	33	-1	0
2012	Finland	Renewables	29	41	18	4
2012	Finland	Hydro	17	24	35	4
2012	Finland	Wind and solar	1	1	3	0
2012	Finland	Wind	0	1	3	0
2012	Finland	Solar	0	0	8	0
2012	Finland	Bioenergy	11	16	0	0
2012	Finland	Other renewables	0	0		0
2012	Finland	Production	70		-4	-3
2012	Finland	Net imports	17		26	4
2012	Finland	Demand	88		1	0
2012	France	Fossil	56	10	-5	-3
2012	France	Coal	21	4	20	4
2012	France	Hard Coal	21	4	20	4
2012	France	Lignite	0	0		0
2012	France	Gas	23	4	-23	-7
2012	France	Other fossil	12	2	1	0
2012	France	Nuclear	425	75	-4	-17
2012	France	Renewables	85	15	29	19
2012	France	Hydro	60	11	31	14
2012	France	Wind and solar	20	3	33	5
2012	France	Wind	15	3	23	3
2012	France	Solar	4	1	90	2
2012	France	Bioenergy	5	1	4	0
2012	France	Other renewables	1	0	-5	0
2012	France	Production	567		0	-1
2012	France	Net imports	-45		-21	12
2012	France	Demand	522		2	11
2012	Germany	Fossil	381	61	1	5
2012	Germany	Coal	277	44	6	15
2012	Germany	Hard Coal	116	19	4	4
2012	Germany	Lignite	161	26	7	11
2012	Germany	Gas	76	12	-11	-10
2012	Germany	Other fossil	27	4	1	0
2012	Germany	Nuclear	100	16	-8	-9
2012	Germany	Renewables	143	23	15	19
2012	Germany	Hydro	22	3	23	4
2012	Germany	Wind and solar	78	13	12	9
2012	Germany	Wind	52	8	3	2
2012	Germany	Solar	26	4	35	7
2012	Germany	Bioenergy	43	7	17	6
2012	Germany	Other renewables	0	0		0
2012	Germany	Production	623		3	16
2012	Germany	Net imports	-21		439	-17
2012	Germany	Demand	603		0	-1
2012	Greece	Fossil	51	83	-1	0
2012	Greece	Coal	31	51	0	0
2012	Greece	Hard Coal	0	0	-93	0
2012	Greece	Lignite	31	51	0	0
2012	Greece	Gas	13	22	-4	-1
2012	Greece	Other fossil	6	10	2	0
2012	Greece	Nuclear	0	0		0
2012	Greece	Renewables	10	17	25	2
2012	Greece	Hydro	4	7	10	0
2012	Greece	Wind and solar	6	9	41	2
2012	Greece	Wind	4	6	16	1
2012	Greece	Solar	2	3	178	1
2012	Greece	Bioenergy	0	0	-1	0
2012	Greece	Other renewables	0	0		0
2012	Greece	Production	61		3	2
2012	Greece	Net imports	2		-45	-1
2012	Greece	Demand	63		0	0
2012	Hungary	Fossil	16	47	-8	-1
2012	Hungary	Coal	6	18	-2	0
2012	Hungary	Hard Coal	0	0	2	0
2012	Hungary	Lignite	6	18	-2	0
2012	Hungary	Gas	9	27	-12	-1
2012	Hungary	Other fossil	0	1	11	0
2012	Hungary	Nuclear	16	46	1	0
2012	Hungary	Renewables	3	8	-2	0
2012	Hungary	Hydro	0	1	-4	0
2012	Hungary	Wind and solar	1	2	24	0
2012	Hungary	Wind	1	2	23	0
2012	Hungary	Solar	0	0	448	0
2012	Hungary	Bioenergy	2	5	-11	0
2012	Hungary	Other renewables	0	0		0
2012	Hungary	Production	35		-4	-1
2012	Hungary	Net imports	8		20	1
2012	Hungary	Demand	43		0	0
2012	Ireland	Fossil	22	81	1	0
2012	Ireland	Coal	5	19	27	1
2012	Ireland	Hard Coal	5	19	27	1
2012	Ireland	Lignite	0	0		0
2012	Ireland	Gas	14	52	-8	-1
2012	Ireland	Other fossil	3	10	15	0
2012	Ireland	Nuclear	0	0		0
2012	Ireland	Renewables	5	19	-3	0
2012	Ireland	Hydro	1	3	14	0
2012	Ireland	Wind and solar	4	15	-8	0
2012	Ireland	Wind	4	15	-8	0
2012	Ireland	Solar	0	0	19	0
2012	Ireland	Bioenergy	0	2	32	0
2012	Ireland	Other renewables	0	0		0
2012	Ireland	Production	27		0	0
2012	Ireland	Net imports	0		-16	0
2012	Ireland	Demand	28		0	0
2012	Italy	Fossil	204	69	-6	-13
2012	Italy	Coal	49	17	10	4
2012	Italy	Hard Coal	49	17	10	4
2012	Italy	Lignite	0	0		0
2012	Italy	Gas	129	44	-11	-15
2012	Italy	Other fossil	26	9	-5	-1
2012	Italy	Nuclear	0	0		0
2012	Italy	Renewables	92	31	11	9
2012	Italy	Hydro	42	14	-9	-4
2012	Italy	Wind and solar	32	11	56	12
2012	Italy	Wind	13	5	36	4
2012	Italy	Solar	19	6	75	8
2012	Italy	Bioenergy	12	4	15	2
2012	Italy	Other renewables	6	2	-1	0
2012	Italy	Production	296		-1	-3
2012	Italy	Net imports	43		-6	-3
2012	Italy	Demand	340		-2	-6
2012	Latvia	Fossil	2	33	-32	-1
2012	Latvia	Coal	0	0	0	0
2012	Latvia	Hard Coal	0	0	0	0
2012	Latvia	Lignite	0	0		0
2012	Latvia	Gas	2	33	-32	-1
2012	Latvia	Other fossil	0	0	0	0
2012	Latvia	Nuclear	0	0		0
2012	Latvia	Renewables	4	67	34	1
2012	Latvia	Hydro	4	60	28	1
2012	Latvia	Wind and solar	0	2	61	0
2012	Latvia	Wind	0	2	61	0
2012	Latvia	Solar	0	0	Inf	0
2012	Latvia	Bioenergy	0	5	144	0
2012	Latvia	Other renewables	0	0		0
2012	Latvia	Production	6		1	0
2012	Latvia	Net imports	2		36	0
2012	Latvia	Demand	8		7	1
2012	Lithuania	Fossil	3	73	8	0
2012	Lithuania	Coal	0	0		0
2012	Lithuania	Hard Coal	0	0		0
2012	Lithuania	Lignite	0	0		0
2012	Lithuania	Gas	3	67	8	0
2012	Lithuania	Other fossil	0	6	15	0
2012	Lithuania	Nuclear	0	0		0
2012	Lithuania	Renewables	1	27	6	0
2012	Lithuania	Hydro	0	10	-12	0
2012	Lithuania	Wind and solar	1	13	14	0
2012	Lithuania	Wind	1	13	14	0
2012	Lithuania	Solar	0	0	Inf	0
2012	Lithuania	Bioenergy	0	5	38	0
2012	Lithuania	Other renewables	0	0		0
2012	Lithuania	Production	4		8	0
2012	Lithuania	Net imports	7		-2	0
2012	Lithuania	Demand	11		2	0
2012	Luxembourg	Fossil	2	89	2	0
2012	Luxembourg	Coal	0	0		0
2012	Luxembourg	Hard Coal	0	0		0
2012	Luxembourg	Lignite	0	0		0
2012	Luxembourg	Gas	2	87	2	0
2012	Luxembourg	Other fossil	0	2	-4	0
2012	Luxembourg	Nuclear	0	0		0
2012	Luxembourg	Renewables	0	11	25	0
2012	Luxembourg	Hydro	0	4	56	0
2012	Luxembourg	Wind and solar	0	4	29	0
2012	Luxembourg	Wind	0	3	21	0
2012	Luxembourg	Solar	0	1	49	0
2012	Luxembourg	Bioenergy	0	3	1	0
2012	Luxembourg	Other renewables	0	0		0
2012	Luxembourg	Production	3		4	0
2012	Luxembourg	Net imports	4		-8	0
2012	Luxembourg	Demand	7		-4	0
2012	Malta	Fossil	2	99	5	0
2012	Malta	Coal	0	0		0
2012	Malta	Hard Coal	0	0		0
2012	Malta	Lignite	0	0		0
2012	Malta	Gas	0	0		0
2012	Malta	Other fossil	2	99	5	0
2012	Malta	Nuclear	0	0		0
2012	Malta	Renewables	0	1	159	0
2012	Malta	Hydro	0	0		0
2012	Malta	Wind and solar	0	1	236	0
2012	Malta	Wind	0	0	Inf	0
2012	Malta	Solar	0	1	234	0
2012	Malta	Bioenergy	0	0	81	0
2012	Malta	Other renewables	0	0		0
2012	Malta	Production	2		5	0
2012	Malta	Net imports	0			0
2012	Malta	Demand	2		5	0
2012	Netherlands	Fossil	87	84	-11	-11
2012	Netherlands	Coal	24	23	13	3
2012	Netherlands	Hard Coal	24	23	13	3
2012	Netherlands	Lignite	0	0		0
2012	Netherlands	Gas	57	55	-19	-13
2012	Netherlands	Other fossil	6	6	-9	-1
2012	Netherlands	Nuclear	4	4	-5	0
2012	Netherlands	Renewables	12	12	1	0
2012	Netherlands	Hydro	0	0	83	0
2012	Netherlands	Wind and solar	5	5	-1	0
2012	Netherlands	Wind	5	5	-2	0
2012	Netherlands	Solar	0	0	82	0
2012	Netherlands	Bioenergy	7	7	2	0
2012	Netherlands	Other renewables	0	0		0
2012	Netherlands	Production	103		-9	-11
2012	Netherlands	Net imports	17		88	8
2012	Netherlands	Demand	120		-2	-3
2012	Poland	Fossil	145	90	-3	-5
2012	Poland	Coal	135	83	-4	-5
2012	Poland	Hard Coal	81	50	-8	-7
2012	Poland	Lignite	54	33	3	2
2012	Poland	Gas	6	4	8	0
2012	Poland	Other fossil	4	2	-9	0
2012	Poland	Nuclear	0	0		0
2012	Poland	Renewables	17	10	28	4
2012	Poland	Hydro	2	1	-13	0
2012	Poland	Wind and solar	5	3	48	2
2012	Poland	Wind	5	3	48	2
2012	Poland	Solar	0	0	552	0
2012	Poland	Bioenergy	10	6	33	2
2012	Poland	Other renewables	0	0		0
2012	Poland	Production	162		-1	-1
2012	Poland	Net imports	-3		-46	2
2012	Poland	Demand	159		1	1
2012	Portugal	Fossil	26	57	-6	-2
2012	Portugal	Coal	13	29	33	3
